SUBSTANCIA;CNPJ;LABORATORIO;APRESENTACAO;REGIME_DE_PRECO;PRECO_SEM_IMPOSTOS;TARJA
ACETATO DE CASPOFUNGINA;61.190.096/0001-92;EUROFARMA LABORAT_RIOS S.A.;50 MG PO LIOF SOL INJ CT 1 FA VD TRANS;Regulado;1803.47;Tarja Vermelha (*)
ACETATO DE CASPOFUNGINA;61.190.096/0001-92;EUROFARMA LABORAT_RIOS S.A.;70 MG PO LIOF SOL INJ CT 1 FA VD TRANS;Regulado;2323.24;Sem Informa__es de tarja (*)
ACETATO DE CASPOFUNGINA;45.987.013/0001-34;MERCK SHARP & DOHME FARMACEUTICA LTDA;50 MG PO LIOF SOL INJ CT FA VD TRANS;Regulado;2774.57;Tarja Vermelha
ACETATO DE CASPOFUNGINA;45.987.013/0001-34;MERCK SHARP & DOHME FARMACEUTICA LTDA;70 MG PO LIOF SOL INJ CT FA VD TRANS;Regulado;3574.22;Tarja Vermelha (*)
ACETATO DE CASPOFUNGINA;61.190.096/0001-92;EUROFARMA LABORAT_RIOS S.A.;70 MG PO LIOF SOL INJ CT 1 FA VD TRANS;Regulado;3574.22;Tarja Vermelha (*)
ACETATO DE CETRORRELIX;33.069.212/0001-84;MERCK S/A;0,25 MG PO LIOF INJ CT FA VD TRANS + 1 SER DIL + 2 AGULHAS + 2 TOALHAS;Regulado;192.91;Tarja Vermelha
ACETATO DE CIPROTERONA;18.459.628/0001-15;BAYER S.A.;100 MG COM CT BL AL PLAS TRANS X 20;Regulado;206.55;Tarja Vermelha
ACETATO DE CIPROTERONA;18.459.628/0001-15;BAYER S.A.;50 MG COM CT BL AL PLAS TRANS X 20;Regulado;109.69;Tarja Vermelha
ACETATO DE CIPROTERONA;60.665.981/0001-18;UNI_O QU_MICA FARMAC_UTICA NACIONAL S/A;50 MG COM CT BL AL PLAS TRANS X 20_;Regulado;101.34;Tarja Vermelha
ACETATO DE CIPROTERONA;61.282.661/0001-41;LABORAT_RIO QU_MICO FARMAC_UTICO BERGAMO LTDA;50 MG COM CT BL AL PLAS TRANS X 20;Regulado;68.11;Tarja Vermelha
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";61.190.096/0001-92;EUROFARMA LABORAT_RIOS S.A.;(0,035 + 2) MG COM REV CT BL AL PLAS PVC/ACLAR OPC X 63_;Regulado;32.86;Tarja Vermelha
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";04.338.716/0001-54;IND_STRIA FARMAC_UTICA MELCON DO BRASIL S.A.;2,0 MG + 0,035 MG COM REV CT BL AL PLAS INC X 21_;Regulado;11.98;Tarja Vermelha
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";04.338.716/0001-54;IND_STRIA FARMAC_UTICA MELCON DO BRASIL S.A.;2,0 MG + 0,035 MG COM REV CT BL AL PLAS INC X 63;Regulado;25.5;Tarja Vermelha
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";18.459.628/0001-15;BAYER S.A.;2 MG + 0,035 MG DRG CT BL CALEND AL PLAS INC X 21;Regulado;18.42;Tarja Vermelha
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";18.459.628/0001-15;BAYER S.A.;2 MG + 0,035 MG DRG CT BL CALEND AL PLAS INC X 63;Regulado;39.25;Tarja Vermelha
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";04.338.716/0001-54;IND_STRIA FARMAC_UTICA MELCON DO BRASIL S.A.;2,0 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21_;Regulado;13.05;Tarja Vermelha
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";04.338.716/0001-54;IND_STRIA FARMAC_UTICA MELCON DO BRASIL S.A.;2,0 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63;Regulado;29.61;Tarja Vermelha
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";17.562.075/0001-69;CIFARMA CIENT_FICA FARMAC_UTICA LTDA;2 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63;Regulado;41.39;Tarja Vermelha
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";09.545.589/0001-88;MABRA FARMAC_UTICA LTDA.;2 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21;Regulado;11.96;Tarja Vermelha
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";05.254.971/0001-81;ZYDUS NIKKHO FARMAC_UTICA LTDA;2 MG + 0,035 MG COM REV CT CART EST CAL AL PVC X 21;Regulado;13.54;Tarja Vermelha (*)
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";05.254.971/0001-81;ZYDUS NIKKHO FARMAC_UTICA LTDA;2 MG + 0,035 MG COM REV CT CART EST CAL AL PVC X 63;Regulado;39.23;Tarja Vermelha (*)
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";57.507.378/0003-65;EMS S/A;2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21_;Regulado;12.75;Tarja Vermelha (*)
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";60.665.981/0001-18;UNI_O QU_MICA FARMAC_UTICA NACIONAL S/A;2,0 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21_;Regulado;12.21;Tarja Vermelha (*)
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";17.562.075/0001-69;CIFARMA CIENT_FICA FARMAC_UTICA LTDA;2 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21;Regulado;13.78;Tarja Vermelha
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";33.069.212/0001-84;MERCK S/A;2 MG + 0,035 MG COM REV CT CART EST CAL AL PVC X 21;Regulado;10.13;Tarja Vermelha (*)
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";33.069.212/0001-84;MERCK S/A;2 MG + 0,035 MG COM REV CT CART EST CAL AL PVC X 63;Regulado;25.51;Tarja Vermelha (*)
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";61.190.096/0001-92;EUROFARMA LABORAT_RIOS S.A.;(0,035 + 2) MG COM REV CT BL AL PLAS PVC/ACLAR OPC X 21_;Regulado;15.91;Tarja Vermelha (*)
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";33.069.212/0001-84;MERCK S/A;2 MG + 0,035 MG COM REV CT CART EST CAL AL PVC X 21;Regulado;10.95;Tarja Vermelha (*)
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";33.069.212/0001-84;MERCK S/A;2 MG + 0,035 MG COM REV CT CART EST CAL AL PVC X 63;Regulado;26.41;Tarja Vermelha
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";49.475.833/0001-06;BIOLAB SANUS FARMAC_UTICA LTDA;2,0 MG + 0,035 MG DRG CT BL AL PLAS ( EST CALEND)  X 21;Regulado;12.33;Tarja Vermelha (*)
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";00.923.140/0001-31;EMS SIGMA PHARMA LTDA;2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21_;Regulado;10.21;Tarja Vermelha (*)
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21_;Regulado;15.26;Tarja Vermelha (*)
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63;Regulado;45.79;Venda Livre/Sem Tarja (*)
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";09.545.589/0001-88;MABRA FARMAC_UTICA LTDA.;2 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21;Regulado;16.01;Tarja Vermelha (*)
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";09.545.589/0001-88;MABRA FARMAC_UTICA LTDA.;2 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63;Regulado;46.69;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";48.344.725/0007-19;ALTHAIA S.A IND_STRIA FARMAC_UTICA;(2,0 + 0,03) MG COM REV CT BL CALEND AL PLAS TRANS X 84;Regulado;72.36;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;2 MG + 0,03 MG COM REV CT BL AL PLAS TRANS X 21;Regulado;29.29;Tarja Vermelha
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;2 MG + 0,03 MG COM REV CT BL AL PLAS TRANS X 63_;Regulado;79.98;Tarja Vermelha
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";10.555.143/0001-13;GR_NENTHAL DO BRASIL FARMAC_UTICA LTDA.;2 MG + 0,03 MG COM REV CT BL CALEND AL PLAS TRANS X 21;Regulado;29.28;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";10.555.143/0001-13;GR_NENTHAL DO BRASIL FARMAC_UTICA LTDA.;2 MG + 0,02 MG COM REV CT BL CALEND AL PLAS TRANS X 24 + 4 PLACEBO;Regulado;29.28;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";55.980.684/0001-27;ZODIAC PRODUTOS FARMAC_UTICOS S/A;2 MG + 0,03 MG COM REV CT BL AL PLAS TRANS X 21;Regulado;29.08;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";10.555.143/0001-13;GR_NENTHAL DO BRASIL FARMAC_UTICA LTDA.;2 MG + 0,03 MG COM REV CT BL CALEND AL PLAS TRANS X 21 + 7 PLACEBOS;Regulado;29.28;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";55.980.684/0001-27;ZODIAC PRODUTOS FARMAC_UTICOS S/A;2 MG + 0,03 MG COM REV CT BL AL PLAS TRANS X 63;Regulado;79.98;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";55.980.684/0001-27;ZODIAC PRODUTOS FARMAC_UTICOS S/A;2 MG + 0,03 MG COM REV CT BL AL PLAS TRANS X 21;Regulado;19.03;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";55.980.684/0001-27;ZODIAC PRODUTOS FARMAC_UTICOS S/A;2 MG + 0,03 MG COM REV CT BL AL PLAS TRANS X 63;Regulado;57.1;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";10.555.143/0001-13;GR_NENTHAL DO BRASIL FARMAC_UTICA LTDA.;2 MG + 0,03 MG COM REV CT BL CALEND AL PLAS TRANS X 63;Regulado;87.84;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";10.555.143/0001-13;GR_NENTHAL DO BRASIL FARMAC_UTICA LTDA.;2 MG + 0,02 MG COM REV CT BL CALEND AL PLAS TRANS X 72 + 12 PLACEBO;Regulado;87.84;Sem Informa__es de tarja (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";10.555.143/0001-13;GR_NENTHAL DO BRASIL FARMAC_UTICA LTDA.;2 MG + 0,03 MG COM REV CT BL CALEND AL PLAS TRANS X 63 + 21 PLACEBOS;Regulado;87.84;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";48.344.725/0007-19;ALTHAIA S.A IND_STRIA FARMAC_UTICA;(2,0 + 0,03) MG COM REV CT BL CALEND AL PLAS TRANS X 21;Regulado;18.09;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";19.136.432/0001-52;EXELTIS LABORATORIO FARMACEUTICO LTDA;(2,00+0,03) MG COM REV CT BL AL PLAS PVC/PVDC TRANSL X 21 + 7 PLACEBOS;Regulado;28.73;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";19.136.432/0001-52;EXELTIS LABORATORIO FARMACEUTICO LTDA;(2,00+0,03) MG COM REV CT BL AL PLAS PVC/PVDC TRANSL X 63 + 21 PLACEBOS;Regulado;86.19;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";19.136.432/0001-52;EXELTIS LABORATORIO FARMACEUTICO LTDA;(2,00+0,03) MG COM REV CT BL AL PLAS PVC/PVDC TRANSL X 63;Regulado;86.19;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";19.136.432/0001-52;EXELTIS LABORATORIO FARMACEUTICO LTDA;(2,00+0,03) MG COM REV CT BL AL PLAS PVC/PVDC TRANSL X 21;Regulado;28.73;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";48.344.725/0007-19;ALTHAIA S.A IND_STRIA FARMAC_UTICA;(2,0 + 0,03) MG COM REV CT BL CALEND AL PLAS TRANS X 105;Regulado;90.45;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";48.344.725/0007-19;ALTHAIA S.A IND_STRIA FARMAC_UTICA;(2,0 + 0,03) MG COM REV CT BL CALEND AL PLAS TRANS X 42;Regulado;36.18;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";48.344.725/0007-19;ALTHAIA S.A IND_STRIA FARMAC_UTICA;(2,0 + 0,03) MG COM REV CT BL CALEND AL PLAS TRANS X 63;Regulado;54.27;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";61.190.096/0001-92;EUROFARMA LABORAT_RIOS S.A.;(2,0 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC TRANS  X  21;Regulado;21.33;Tarja Vermelha (*)
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";61.190.096/0001-92;EUROFARMA LABORAT_RIOS S.A.;(2,0 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC TRANS  X  21;Regulado;18.09;Tarja Vermelha (*)
ACETATO DE DEGARELIX;74.232.034/0001-48;LABORAT_RIOS FERRING LTDA;80 MG PO LIOF SOL INJ SC CT FA VD TRANS + DIL SER PRENC VD TRANS X 4,2 ML + ADAPT + AGU;Regulado;437.26;Tarja Vermelha (*)
ACETATO DE DEGARELIX;74.232.034/0001-48;LABORAT_RIOS FERRING LTDA;120 MG PO LIOF SOL INJ SC CT 2 FA VD TRANS + 2 DIL SER PRENC VD TRANS X 3 ML + 2 ADAPT + 2 AGU;Regulado;796.02;Tarja Vermelha (*)
ACETATO DE DESMOPRESSINA;61.282.661/0001-41;LABORAT_RIO QU_MICO FARMAC_UTICO BERGAMO LTDA;0,1 MG/ML SOL CT FR SPR VD AMB X 2,5 ML;Regulado;115.87;Tarja Vermelha
ACETATO DE DESMOPRESSINA;43.640.754/0001-19;FUNDA__O PARA O REM_DIO POPULAR - FURP;0,1 MG/ML SOL NAS CT FR VD AMB X 5ML + CAN;Regulado;246.45;Tarja Vermelha (*)
ACETATO DE DESMOPRESSINA;74.232.034/0001-48;LABORAT_RIOS FERRING LTDA;0,1 MG COM CT FR PLAS OPC X 30;Regulado;129.91;Tarja Vermelha (*)
ACETATO DE DESMOPRESSINA;74.232.034/0001-48;LABORAT_RIOS FERRING LTDA;0,2 MG COM CT FR PLAS OPC X 30;Regulado;129.91;Tarja Vermelha (*)
ACETATO DE DESMOPRESSINA;74.232.034/0001-48;LABORAT_RIOS FERRING LTDA;0,1MG/ML SOL NAS CT FR VD AMB 2,5ML + 2 TUB;Regulado;178.27;Tarja Vermelha (*)
ACETATO DE DESMOPRESSINA;74.232.034/0001-48;LABORAT_RIOS FERRING LTDA;4 MCG/ML SOL INJ CT 10 AMP VD TRANS X 1 ML;Regulado;192.7;Tarja Vermelha (*)
ACETATO DE DESMOPRESSINA;74.232.034/0001-48;LABORAT_RIOS FERRING LTDA;0,1 MG/ML SOL NAS CT FR VD AMB SPR 2,5ML;Regulado;178.27;Tarja Vermelha (*)
ACETATO DE DESMOPRESSINA;74.232.034/0001-48;LABORAT_RIOS FERRING LTDA;15 MCG /ML SOL INJ CT 10 AMP VD TRANS X 1ML_;Regulado;722.69;Tarja Vermelha
ACETATO DE DEXAMETASONA;92.265.552/0001-40;MULTILAB IND_STRIA E COM_RCIO DE PRODUTOS FARMAC_UTICOS LTDA;1,0 MG/G CREM DERM CT BG AL X 10 G__;Regulado;5.98;Tarja Vermelha (*)
ACETATO DE DEXAMETASONA;17.115.437/0001-73;LABORAT_RIO GLOBO LTDA;1 MG/G CREM  DERM CT BG AL X 10 G_;Regulado;2.98;Tarja Vermelha
ACETATO DE DEXAMETASONA;61.068.755/0001-12;SANVAL COM_RCIO E IND_STRIA LTDA;1 MG/G CREM DERM CX 50 BG AL X 10 G_(EMB HOSP);Regulado;298.04;Tarja Vermelha (*)
ACETATO DE DEXAMETASONA;57.507.378/0003-65;EMS S/A;1 MG/G CREM DERM CT BG AL X 10 G__;Regulado;5.97;Tarja Vermelha
ACETATO DE DEXAMETASONA;17.159.229/0001-76;LABORAT_RIO TEUTO BRASILEIRO S/A;1 MG/G CREM DERM CT BG AL X 10_G;Regulado;5.91;Tarja Vermelha (*)
ACETATO DE DEXAMETASONA;60.665.981/0001-18;UNI_O QU_MICA FARMAC_UTICA NACIONAL S/A;1 MG/ G CREM DERM CT BG AL X 10 G_;Regulado;5.26;Tarja Vermelha (*)
ACETATO DE DEXAMETASONA;18.324.343/0001-77;BELFAR LTDA;1 MG CREM DERM CT BG AL X 10 G;Regulado;8.61;Tarja Vermelha
ACETATO DE DEXAMETASONA;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;1 MG/G CREM CT BG AL X 10 G__;Regulado;5.98;Tarja Vermelha (*)
ACETATO DE DEXAMETASONA;60.659.463/0029-92;ACH_ LABORAT_RIOS FARMAC_UTICOS S.A;8 MG/ML SUS INJ CT FA INC X 2 ML;Regulado;10.78;Tarja Vermelha
ACETATO DE DEXAMETASONA;43.640.754/0001-19;FUNDA__O PARA O REM_DIO POPULAR - FURP;0,1 PCC  CR DERM CX 50 BG AL X 10 G (EMB. HOSP.);Regulado;153.63;Tarja Vermelha
ACETATO DE DEXAMETASONA;33.408.105/0001-33;GREENPHARMA QU_MICA E FARMAC_UTICA LTDA;1 MG/G CREM DERM CT BG AL X 10 G_;Regulado;6.73;Tarja Vermelha
ACETATO DE DEXAMETASONA;92.265.552/0001-40;MULTILAB IND_STRIA E COM_RCIO DE PRODUTOS FARMAC_UTICOS LTDA;1,0 MG/G CREM DERM CT BG AL X 10 G__;Regulado;9.26;Tarja Vermelha
ACETATO DE DEXAMETASONA;92.265.552/0001-40;MULTILAB IND_STRIA E COM_RCIO DE PRODUTOS FARMAC_UTICOS LTDA;1,0 MG/G CREM DERM CX 50 BG AL X 10 G;Regulado;176.75;Tarja Vermelha
ACETATO DE DEXAMETASONA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;1 MG/G CREM DERM CT BG AL X 10 G_;Regulado;5.92;Tarja Vermelha
ACETATO DE DEXAMETASONA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;1 MG/G CREM DERM CX 100 BG AL X 10 G_(EMB HOSP);Regulado;387.34;Tarja Vermelha
ACETATO DE DEXAMETASONA;05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;1MG/G CREM DERM CT BG AL X 10 G;Regulado;7.66;Tarja Vermelha
ACETATO DE DEXAMETASONA;02.814.497/0001-07;CIMED IND_STRIA DE MEDICAMENTOS LTDA;1,0 MG/G CREM DERM CT BG AL X 10 G_;Regulado;5.68;Tarja Vermelha
ACETATO DE DEXAMETASONA;19.791.813/0001-75;LABORAT_RIOS OS_RIO DE MORAES LTDA;1 MG/G CREM CT BG AL X 10 G;Regulado;8.79;Tarja Vermelha
ACETATO DE DEXAMETASONA;03.485.572/0001-04;GEOLAB IND_STRIA FARMAC_UTICA S/A;1,00 MG/G CREM DERM CT BG AL X 10 G;Regulado;5.53;Tarja Vermelha
ACETATO DE DEXAMETASONA;03.485.572/0001-04;GEOLAB IND_STRIA FARMAC_UTICA S/A;1 MG/G CREM DERM CT BG AL X 10 G_;Regulado;9.01;Tarja Vermelha
ACETATO DE DEXAMETASONA;17.115.437/0001-73;LABORAT_RIO GLOBO LTDA;1 MG/G CREM  DERM CT BG AL X 10 G_;Regulado;2.98;Sem Informa__es de tarja (*)
ACETATO DE FLUDROCORTISONA;02.433.631/0001-20;ASPEN PHARMA IND_STRIA FARMAC_UTICA LTDA;0,1 MG COM CT FR VD AMB X 100;Regulado;183.09;Tarja Vermelha
ACETATO DE FLUORMETOLONA;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;1,0 MG/ML SUS OFT CT FR GOT PLAS OPC X 5 ML;Regulado;16.54;Tarja Vermelha (*)
ACETATO DE FLUORMETOLONA;60.084.456/0001-09;LATINOFARMA INDUSTRIAS FARMACEUTICAS LTDA;1 MG/ML SUS OFT CT FR GOT PLAS TRANS X 5 ML__;Regulado;15.64;Tarja Vermelha
ACETATO DE FLUORMETOLONA;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;1 MG/ML SUS OFT CT FR GOT PLAS TRANS X 5 ML__;Regulado;18.58;Venda Livre/Sem Tarja (*)
ACETATO DE GANIRRELIX;03.560.974/0001-18;SCHERING-PLOUGH IND_STRIA FARMAC_UTICA LTDA;0,5 MG/ML SOL INJ SC CT SER PREENC VD TRANS X 0,5 ML;Regulado;224.54;Tarja Vermelha (*)
ACETATO DE GLATIR_MER;05.333.542/0001-08;TEVA FARMAC_UTICA LTDA.;40 MG/ML SOL INJ SC CT 12 SER PREENC VD TRANS X 1 ML;Regulado;3674.29;Tarja Vermelha
ACETATO DE GLATIR_MER;05.333.542/0001-08;TEVA FARMAC_UTICA LTDA.;20 MG/ML SOL INJ CT 28 SER PREENC VD TRANS X 1 ML;Regulado;4286.67;Tarja Vermelha
"ACETATO DE GOSSERRELINA;GOSERRELINA";60.318.797/0001-00;ASTRAZENECA DO BRASIL LTDA;3,6 MG DEPOT + SER PREENC PLAS TRANS BS CT ENV AL POLIET X 1;Regulado;618.59;Tarja Vermelha (*)
"ACETATO DE GOSSERRELINA;GOSERRELINA";60.318.797/0001-00;ASTRAZENECA DO BRASIL LTDA;10,8 MG DEPOT + SER PREENC PLAS TRANS BS CT ENV AL POLIET X 1;Regulado;1583.84;Tarja Vermelha
ACETATO DE HIDROCORTISONA;18.459.628/0001-15;BAYER S.A.;10 MG/G CREM DERM CT BG AL X 15 G_;Liberado;9.38;Venda Livre/Sem Tarja (*)
ACETATO DE HIDROCORTISONA;18.459.628/0001-15;BAYER S.A.;10 MG/G CREM DERM CT BG AL X 30 G;Liberado;16.86;Venda Livre
ACETATO DE HIDROCORTISONA;18.459.628/0001-15;BAYER S.A.;10 MG/G POM DERM CT BG AL X 15 G;Liberado;9.38;Venda Livre
ACETATO DE HIDROCORTISONA;18.459.628/0001-15;BAYER S.A.;10 MG/G POM DERM CT BG AL X 30 G;Liberado;16.86;Venda Livre
ACETATO DE HIDROCORTISONA;17.159.229/0001-76;LABORAT_RIO TEUTO BRASILEIRO S/A;10 MG/G CREM DERM CT BG AL X 20 G;Liberado;6.99;Tarja Vermelha (*)
ACETATO DE HIDROCORTISONA;60.665.981/0001-18;UNI_O QU_MICA FARMAC_UTICA NACIONAL S/A;10 MG/ G CREM DERM CT BG AL X 20 G;Liberado;9.16;Venda Livre/Sem Tarja (*)
ACETATO DE HIDROCORTISONA;17.159.229/0001-76;LABORAT_RIO TEUTO BRASILEIRO S/A;10 MG/G CREM DERM CT BG AL X 15 G_;Regulado;6.07;Tarja Vermelha
ACETATO DE HIDROCORTISONA;17.159.229/0001-76;LABORAT_RIO TEUTO BRASILEIRO S/A;10 MG/G CREM DERM CT BG AL X 30 G_;Regulado;10.97;Tarja Vermelha
ACETATO DE HIDROCORTISONA;60.665.981/0001-18;UNI_O QU_MICA FARMAC_UTICA NACIONAL S/A;10 MG/ G CREM DERM CT BG AL X 20 G;Regulado;6.46;Tarja Vermelha
ACETATO DE ICATIBANTO;07.898.671/0001-60;SHIRE FARMAC_UTICA BRASIL LTDA.;10 MG/ML CT 1 SER X 3 ML + AGULHA;Regulado;4997.32;Tarja Preta (*)
ACETATO DE LANREOTIDA;07.718.721/0001-80;BEAUFOUR IPSEN FARMAC_UTICA LTDA;60 MG SOL INJ LIB PROL CT ENV SER PRENC PLAS TRANS AG RETR_TIL X 0,5 ML_;Regulado;2461.69;Tarja Vermelha
ACETATO DE LANREOTIDA;07.718.721/0001-80;BEAUFOUR IPSEN FARMAC_UTICA LTDA;90 MG SOL INJ LIB PROL CT ENV SER PRENC PLAS TRANS X 0,5 ML_;Regulado;2645.49;Tarja Vermelha
ACETATO DE LANREOTIDA;07.718.721/0001-80;BEAUFOUR IPSEN FARMAC_UTICA LTDA;120 MG SOL INJ LIB PROL CT ENV SER PRENC PLAS TRANS AG RETR_TIL X 0,5 ML_;Regulado;2645.49;Tarja Vermelha
ACETATO DE LEUPRORRELINA;55.980.684/0001-27;ZODIAC PRODUTOS FARMAC_UTICOS S/A;45 MG PO LIOF SUS INJ SC LIB PROL CT BL AL PLAS TRANS SER B + AGU DISP SEGUR + BL AL PLAS TRANS DIL SER A + EMB + 2 DESSEC;Regulado;7167.9;Tarja Vermelha (*)
ACETATO DE LEUPRORRELINA;55.980.684/0001-27;ZODIAC PRODUTOS FARMAC_UTICOS S/A;7,5 MG PO LIOF SUS INJ SC LIB PROL CT BL AL PLAS TRANS SER B + AGU DISP SEGUR + DESSEC + BL AL PLAS TRANS DIL SER A + EMB + DESSEC_;Regulado;1353.13;Tarja Vermelha
ACETATO DE LEUPRORRELINA;55.980.684/0001-27;ZODIAC PRODUTOS FARMAC_UTICOS S/A;22,5 MG PO LIOF SUS INJ SC LIB PROL CT BL AL PLAS TRANS SER B + AGU DISP SEGUR + DESSEC + BL AL PLAS TRANS DIL SER A + EMB + DESSEC_;Regulado;3108.51;Venda Livre/Sem Tarja (*)
ACETATO DE LEUPRORRELINA;15.800.545/0001-50;ABBVIE FARMAC_UTICA LTDA.;11,25 MG PO LIOF SUS INJ CT FA VD TRANS +  SOL DIL AMP VD TRANS X 2 ML + SER + 2 AGU+ 2 SACHETS DE _LCOOL;Regulado;1585.96;Tarja Vermelha (*)
ACETATO DE LEUPRORRELINA;15.800.545/0001-50;ABBVIE FARMAC_UTICA LTDA.;3,75 MG PO LIOF SUS INJ CT FA VD TRANS + SOL DIL AMP VD TRANS X 2 ML + SER + 2 AGU + 2 SACHETS DE _LCOOL;Regulado;491.27;Tarja Vermelha
ACETATO DE LEUPRORRELINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;3,75 MG PO LIOF SUS INJ CT FA VD TRANS AMP DIL X 1,5 ML + SER + 2 AGU;Regulado;466.69;Tarja Vermelha
ACETATO DE LEUPRORRELINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;7,50 MG PO LIOF SUS INJ CT FA VD TRANS AMP DIL X 1,5 ML + SER + 2 AGU;Regulado;1207.25;Tarja Vermelha (*)
ACETATO DE LEUPRORRELINA;15.800.545/0001-50;ABBVIE FARMAC_UTICA LTDA.;5,0 MG/ML SOL INJ PT PLAS OPC FA VD TRANS X 2,8 ML + 14 SER + 15 SACHETS ALCOOL;Regulado;584.64;Tarja Vermelha
ACETATO DE MEDROXIPROGESTERONA;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;150 MG/ML SUS INJ CT AMP VD INC X 1 ML;Regulado;14.81;Tarja Vermelha
